,Job_id,company_id,Location,Designation,details_id
369,10115,3478,Work From Home,Account Executive,722
370,11136,1389,Work From Home,Software Engineer,515
371,12388,4899,Bangalore,SDET,382
372,11336,4309,Bangalore,Technical Lead,660
373,14254,3844,Bangalore,Architect Interior Designer,947
374,15726,3844,Bangalore,Architect Interior Designer,842
375,13199,3844,Bangalore,Interior Designer,947
376,10329,3844,Bangalore,Interior Designer,842
377,16375,9827,Mumbai,Creative Lead,916
378,16244,1553,Noida,Sr. Advanced Software Engineer,671
379,12900,3456,Work From Home,Software Development Engineer - 3,351
380,16485,6198,"Bangalore, Hyderabad, Work From Home",Software Engineer - .NET Backend,433
381,10943,1080,Hyderabad,Data Engineer,480
382,10288,4424,Bangalore,Engineering Director,751
383,17563,5500,Bangalore,Software Development Engineer - Backend,291
384,12500,5500,Bangalore,Software Engineer,797
385,16270,8936,Noida,Field Sales Executive,998
386,19137,9634,Bangalore,AWS Python Developer,577
387,14618,1682,Pune,Sahrepoint Powerapps Developer,649
388,15638,2819,Mumbai,Product Manager - Pharma,824
389,18743,2745,Bangalore,Software Engineer,315
390,15638,2924,Hyderabad,Wordpress Developer,710
391,11128,1192,Bangalore,Principle Engineer - Backend,448
392,11346,8025,Bangalore,Product Marketing Manager,803
393,15353,7233,Bangalore,Data Platform Engineer,884
394,15281,5246,Bangalore,Software Engineer - Backend Developer,667
395,17079,9877,Bangalore,Solution Architect,653
396,15188,7172,Bangalore,Senior Software Development Engineer - Data,679
397,19012,5455,Bangalore,Java Developer,537
398,10196,8931,Bangalore,SAP Treasury Consultant,714
399,15333,8931,Mumbai,SAP Treasury Consultant,312
400,18885,4104,Hyderabad,AI Developer,343
401,14832,1192,Bangalore,Principal Engineer - QA,946
402,12355,9396,Noida,PHP Developer,982
403,13356,1144,Bangalore,Databricks COE Lead,370
404,16965,1144,Bangalore,Presales Solution Architect,243
405,17986,5569,Bangalore,Sales Executive,597
406,12392,5033,Bangalore,AWS DevOps Engineer,114
407,19137,4331,Pune,HR Manager,622
408,19762,4293,Gurgaon,Brand Acquisition Manager,723
409,13320,9050,"Bangalore, Pune",Staff ML Engineer,240
410,18364,9337,Bangalore,Customer Process Support - L1,756
411,12194,1192,Bangalore,PE,755
412,19517,1192,Bangalore,Principal Engineer - Node.js,801
413,13575,9861,Gurgaon,Assistant Brand Manager,795
414,19352,9038,Hyderabad,React.js Developer,578
415,14173,9254,Gurgaon,Senior Product Analyst,516
416,19860,8936,Noida,Sales Manager,865
417,11055,8936,Noida,Sales Manager,466
418,19935,9154,Bangalore,Team Leader,865
419,17596,9154,Bangalore,Team Leader,466
420,10557,6530,Bangalore,Product Manager - Technical,605
421,14589,6530,Bangalore,Quality Assurance Manager,473
422,10399,8323,Patna,Senior Resident,309
423,13898,8546,Hyderabad,Lead Sales Manager,570
424,14292,9337,Bangalore,Executive Assistant,871
425,16546,4010,Chennai,Head Accounts Consolidation & Statutory,794
426,15090,2505,Kanpur,FIELD Sales Executive,885
427,10631,9320,"Delhi, Gurgaon",Business Development Manager - Staffing,812
428,11810,3351,Bangalore,Associate Vice President - Java + GCP,870
429,11887,7759,Delhi,Graphic Designer,403
430,16877,3524,Delhi,Software Engineer,563
431,16275,2507,Chennai,Cloudops Engineer,322
432,15035,2507,Chennai,Senior Software Test Engineer - Manual + Automation,607
433,10031,8407,Hyderabad,Area Sales Manager,158
434,16678,8407,Chennai,Inside Sales Manager,224
435,16607,1856,Bangalore,Digital Marketing Lead,771
436,16143,4260,Udaipur,Digital Marketing,395
437,16371,6014,Bangalore,Member of Technical Staff - 3 / 4 / 5,916
438,14671,4680,Work From Home,webMethods Developer,130
439,14289,8007,Bangalore,Data Scientist,292
440,19444,1374,Hyderabad,Lead Software Engineer - Platforms,206
441,11376,1144,Delhi,Business Development Executive,235
442,16863,7618,Bangalore,Product Manager,424
443,10561,7618,Bangalore,Technical Project Manager,154
444,15370,6021,Noida,SDE3 - Frontend Developer,272
445,10575,7258,Jaipur,Performance Marketing Executive,340
446,18860,9742,Delhi,Software Developer,680
447,15545,4899,Bangalore,Java Developer (SDE3),671
448,13380,1679,Bangalore,Senior Operations Manager,997
449,14908,1679,Bangalore,Sr. HR Manager,845
450,14821,5192,Gurgaon,Inside Sales Executive,837
451,12752,5192,Gurgaon,Inside Sales Executive,382
452,13831,9416,Hyderabad,Software Engineer,524
453,17459,8931,Delhi,SRM Functional Consultant,570
454,17808,3830,Mumbai,Sr. Product Manager,696
455,11531,3830,Mumbai,Sr. Product Manager,163
456,11174,9742,Delhi,UI Developer,422
457,11616,7538,Bangalore,Data Scientist Manager,610
458,16092,1679,Bangalore,Procurement Head,227
459,15423,3272,Chandigarh,Senior Backend Engineer,365
460,19047,3272,Chandigarh,Senior Backend Engineer,642
461,15002,3272,Chandigarh,Senior Backend Engineer,938
462,17079,3272,Chandigarh,Senior Backend Engineer,698
463,18416,3272,Noida,Senior Software Engineer,365
464,14599,3272,Noida,Senior Software Engineer,642
465,12870,3272,Noida,Senior Software Engineer,938
466,19178,3272,Noida,Senior Software Engineer,698
467,10007,3272,Pune,Senior Backend Engineer,365
468,12516,3272,Pune,Senior Backend Engineer,642
469,16308,3272,Pune,Senior Backend Engineer,938
470,13136,3272,Pune,Senior Backend Engineer,698
471,15849,3272,Ahmedabad,Senior Backend Engineer,365
472,11681,3272,Ahmedabad,Senior Backend Engineer,642
473,13037,3272,Ahmedabad,Senior Backend Engineer,938
474,18866,3272,Ahmedabad,Senior Backend Engineer,698
475,16932,3272,Kolkata,Senior Backend Engineer,665
476,17445,3272,Kolkata,Senior Backend Engineer,516
477,17619,3272,Anand,Senior Backend Engineer,665
478,11910,3272,Anand,Senior Backend Engineer,516
479,16900,1611,Navi Mumbai,SAP Analytics Consultant,592
480,17542,5253,Bangalore,Senior Software Engineer,981
481,15138,2706,"Bangalore, Work From Home",Full Stack Engineer (Back End Focus),928
482,15177,2656,Bangalore,Principal Engineer,163
483,10669,1726,Work From Home,Senior Fullstack Developer,445
484,11229,3759,Bangalore,Node.js Developer - Lead,805
485,13457,8361,Ahmedabad,Marketing Lead,478
486,16069,8361,Ahmedabad,Sales Lead,383
487,17844,9168,Bangalore,Field Sales Executive,224
488,11195,9405,Mumbai,Manual Tester,463
489,15904,3456,Bangalore,Senior Product Manager,850
490,10919,9949,"Bangalore, Hyderabad",Data Analyst,436
491,18691,8609,Bangalore,SDET,596
492,19809,7727,Bangalore,Cloudops Engineer,793
493,16158,9452,Bangalore,Lead Software Engineer - Backend,775
494,19970,2544,Gurgaon,DevOps Engineer,876
495,12779,6091,Chennai,React Developer,689
496,14708,2819,Mumbai,Product Manager,235
497,15325,8639,Bangalore,Enterprise Sales Manager,641
498,10727,1755,Bangalore,Senior Data Analyst,584
499,14258,5014,Hyderabad,Senior Data Engineer,972
500,13088,2821,"Gurgaon, Hyderabad",WCS Developer,889
501,12872,4230,Bangalore,Platform Specialist - Database,754
502,14047,4230,Bangalore,Platform Specialist - Windows and Virtualization,836
503,19936,4230,Bangalore,Software Developer (C++),459
504,12541,3759,Gurgaon,Lead Engineer,857
505,16257,4606,Pune,GCP Data Engineer,972
506,14864,9792,Gurgaon,Senior SDE,351
507,12212,9928,Chandigarh,Presales Consultant,927
508,12693,8844,Bangalore,Lead Data Analyst,140
509,18325,8844,Bangalore,Senior System Administrator,658
510,10495,8931,Bangalore,Apigee Admin,445
511,10258,1192,Bangalore,SRE 3,943
512,16705,1065,Bangalore,Assistant Manager PR&Marketing,202
513,10822,4230,Bangalore,Python Developer - SRE,165
514,13652,4230,Bangalore,Site Reliability Engineer,317
515,12879,9447,Pune,DOT .NET Developer,536
516,17216,2048,Delhi,Lead NestJS Developer,645
517,17653,2048,Delhi,NestJS Developer,824
518,19987,3183,Work From Home,Node.js Developer,179
519,11589,1957,Work From Home,Data Engineer,625
520,18162,4374,Bangalore,Software Development Engineer 2 - Backend,865
521,11967,6736,Chennai,Lead Animator,885
522,17199,4288,Gurgaon,QA Engineer,820
523,11376,6210,Delhi,NestJS Developer (Node.js),437
524,11184,3799,Bangalore,Business Development - Team Leader,384
525,10212,3799,Bangalore,Business Development Trainee (Internship),476
526,10208,7631,Gurgaon,Data Scientist,327
527,19866,3523,Work From Home,Accountant,894
528,15347,1192,Bangalore,Principal Engineer QA,669
529,14422,5969,Gurgaon,Immigration Sales Consultant,221
530,13216,4060,Noida,Full Stack Developer,560
531,11507,2917,Bangalore,Video Editor - Intern (Internship),476
532,12050,4143,Bangalore,Technical Lead,903
533,17884,1329,Hyderabad,Angular Developer,667
534,16979,1329,Hyderabad,Angular Full Stack Developer,598
535,13062,3850,Greater Noida,Salesforce Consultant,424
536,16984,8639,Bangalore,Enterprise Sales Manager - Expense Management,271
537,13559,3076,Bangalore,Category Manager,561
538,19028,3134,Hyderabad,Technical Lead - Java,810
539,11015,5504,Bangalore,Software Development Engineer 2,441
540,19819,7795,Hyderabad,C++ Developer,705
541,17922,4979,Mumbai,DevOps Engineer,358
542,11188,5061,Hyderabad,Network Security Engineer - AWS,590
543,15661,6049,Work From Home,Data Analyst,945
544,14069,9289,Bangalore,MLOps Engineer,272
545,11897,3272,Pune,Node.js Developer,666
546,13333,3272,Pune,Node.js Developer,128
547,15643,3272,Ahmedabad,Node.js Developer,666
548,17695,3272,Ahmedabad,Node.js Developer,128
549,15635,2461,Bangalore,Senior Software Engineer - Fullstack (Java+Angular),431
550,16547,7748,Work From Home,Switch Support Manager,216
551,15730,2745,Bangalore,Full Stack Developer,676
552,19316,1993,Bangalore,Sr. Backend Engineer,323
553,16918,9387,Gurgaon,Data Scientist,704
554,13505,1733,"Bangalore, Mumbai, Noida",General Manager - Banking,992
555,15433,8320,Work From Home,Senior Backend Engineer,296
556,11508,3456,Bangalore,Engineering Manager,310
557,18705,6198,Hyderabad,"Senior Software Engineer (.NET Fullstack, Angular)",917
558,12652,4506,Hyderabad,React Developer,688
559,18980,8567,Bangalore,Senior Business Process Analyst,278
560,11341,4214,Pune,Java Tech Lead,556
561,11863,7222,Mumbai,Golang Developer,840
562,19719,9154,Bangalore,Sales Executive,447
563,10169,5393,Ahmedabad,Copywriter,554
564,12398,8787,Noida,Pre - Sales Executive / Lead Generation Executive,988
565,13191,8188,Bangalore,Associate Director - Product Led Growth,629
566,17834,8188,Bangalore,PMO - Senior Manager,549
567,12030,8198,Bangalore,Quality Control Specialist,998
568,11659,9627,Gurgaon,Software Development Engineer,934
569,10084,1352,Delhi,HR Generalist,520
570,10582,9889,Bangalore,SDET 3,838
571,18158,2457,Bangalore,Strategy & Ops Associate,790
572,10178,8268,"Bangalore, Hyderabad, Pune",Principal Data Scientist,145
573,10661,5553,Navi Mumbai,Data Engineer,670
574,16866,5807,"Bangalore, Hyderabad",Azure Cloudops Manager,735
575,12343,4606,Pune,GCP Data Architect,701
576,11532,9807,Kochi,Web Developer,746
577,12477,7203,Gurgaon,Business Development Executive,959
578,12445,8808,Trivandrum,Engineering Manager,418
579,11576,7066,"Coimbatore, Work From Home",Software Enginner,504
580,19681,7727,Bangalore,Senior / Lead Data Engineer,968
581,11770,6507,Bangalore,Frontend Engineer,452
582,13153,3063,Chennai,Product Sales Specialist,679
583,19329,3325,Bangalore,3D Visualizer,650
584,17738,4205,Gurgaon,Senior Supply Chain Analyst - Automobile,144
585,10307,8007,Bangalore,SDE 2 - Python Developer,561
586,15367,1553,Noida,Dot .NET Developer,174
587,14981,8897,"Bangalore, Chennai, Hyderabad",HR & Admin Executive,825
588,17012,9495,Bangalore,Software Technical Lead,327
589,19210,4647,Work From Home,Program Manager,979
590,16636,1361,"Bangalore, Chennai",Head - Builder and Channel Sales,761
591,17999,4182,Bangalore,Regional Sales Manager,234
592,15893,1192,Bangalore,DevOps Engineer,565
593,12411,1192,Bangalore,SRE 3,137
594,17615,7138,Work From Home,Data Analyst,147
595,15457,9254,Gurgaon,Talent Acquisition Specialist,557
596,19783,5033,Bangalore,Sr. Backend Engineer - Java,691
597,18417,1111,Bangalore,Senior React.js Developer,921
598,19911,9875,Mumbai,Sr. Java Developer,528
599,12551,1192,Bangalore,DevOps Engineer,919
600,19421,1192,Bangalore,DevOps Engineer,453
601,19160,8936,Bangalore,Principal Architect,629
602,17792,8936,Bangalore,Principal Architect,250
603,14236,4060,Bangalore,QA,624
604,14357,4060,Bangalore,QA,569
605,13265,4060,Noida,QA,624
606,15461,4060,Noida,QA,569
607,14442,3272,Ahmedabad,Senior Flutter Developer,380
608,18852,3272,Ahmedabad,Technical Architect,214
609,18748,7546,Hyderabad,Senior Data Scientist,529
610,18209,1575,Bangalore,Cloud Production Engineer,126
611,19308,7601,Work From Home,Trading Bot Developer,234
612,14375,5012,Bangalore,Tech Lead,765
613,12869,9742,Delhi,UI / UX Developer,700
614,10091,1144,Bangalore,Databricks COE Lead,500
615,19008,1144,Bangalore,GCP COE Lead,697
616,12945,2186,Coimbatore,Web Developer - Marketing,323
617,14358,2234,Bangalore,Business Development Executive,106
618,19663,2234,Bangalore,Business Development Manager,832
619,16240,1192,Bangalore,DevOps Engineer,242
620,16603,1192,Bangalore,Site Reliability Engineer,325
621,10434,9349,Bangalore,Lead Machine Learning Engineer,647
622,12101,4060,Bangalore,Associate Fullstack Developer - Java,257
623,15905,9742,Delhi,UI Developer,186
624,16854,3759,Hyderabad,Devop Architect,127
625,17423,6049,Work From Home,QA Specialist,257
626,19295,6049,Work From Home,QA Specialist,593
627,11477,1271,Hyderabad,L2 Engineer,992
628,15640,4228,"Bangalore, Mumbai",Relationship Manager,226
629,11637,2186,Coimbatore,Customer Success Manager,319
630,15046,2186,Coimbatore,Customer Support (Technical) Manager,232
631,18482,5480,Bangalore,Content Writer,144
632,17460,5480,Bangalore,Graphic Designer,629
633,15937,3881,Gurgaon,Staff Engineer,144
634,18894,6910,Work From Home,Product Designer,653
635,16064,9951,Bangalore,Business IT Solution,943
636,17310,2346,Mumbai,Data Engineer,709
637,18650,1744,Pune,Search Engine Optimisation Executive,441
638,19450,8931,Bangalore,ORMB (Oracle Revenue and Billing Management),306
639,19124,8259,Bangalore,Software Engineer - Platform Engineering,730
640,14781,2888,Mumbai,Assistant Manager,892
641,12266,1192,Bangalore,DevOps Engineer,252
642,16984,1192,Bangalore,Site Reliability Engineer,342
643,17888,9742,Delhi,UI Designer,671
644,16084,5135,Bangalore,Finance Head - Virtual Digital Asset,920
645,17120,4342,"Bangalore, Chennai, Hyderabad",Sr. React Developer,316
646,13457,8931,Bangalore,SAP OTC Vistex,421
647,14235,3180,Bangalore,Sr. Principle / Principle Data Scientist,321
648,19622,1192,Bangalore,DevOps Engineer,498
649,12928,1192,Bangalore,DevOps Engineer,481
650,15082,1192,Bangalore,SRE,739
651,10507,2544,Gurgaon,Golang Developer,236
652,18896,8175,Ahmedabad,Sr. Laravel Developer,969
653,10095,8270,Bangalore,Release Engineer,388
654,13077,3769,Bangalore,Staff Engineer / SMTS - C / C++,667
655,15799,9254,Gurgaon,Business Analyst,964
656,15775,9254,Gurgaon,Program Manager,221
657,10213,8110,Mumbai,Tech Lead (Fullstack),129
658,16319,9802,Bangalore,Backend Engineer,446
659,17248,3850,"Greater Noida, Noida",Sr. Java Developer,786
660,10004,8840,Work From Home,Sr. Software Engineer - Backend,959
661,11131,2698,Bangalore,Team Leader,890
662,11651,6908,Delhi,Business Development Executive,826
663,18816,5316,Mumbai,Software Engineer (PHP / Laravel),894
664,15799,4983,Bangalore,Technical Customer Support,252
665,12820,3965,Work From Home,Cyber Governance Risk Compliance Analyst,172
666,10130,2865,Delhi,Frontend Engineering Manager - React.js,976
667,16046,7014,Noida,Social Media Manager,988
668,17369,6455,Kochi,DSML Mentor,821
669,10345,8014,Navi Mumbai,Engineering Manager - Backend,474
670,19282,9423,Bangalore,Senior Product Manager,105
671,11631,8215,Chennai,HR Recruiter,551
672,14862,2301,Gurgaon,Director of Engineering,281
673,14069,7170,Bangalore,SDE 1 - SDE 2,467
674,18477,4988,Mumbai,Graphics Designer,869
675,14407,8110,Mumbai,Product Development Engineer - Fullstack,363
676,13361,6091,Pune,Vue.js Developer,907
677,13624,6455,Cochin,Freelance Python Trainer,311
678,18690,2951,Hyderabad,MLOps Engineer,902
679,14180,3900,Bangalore,Wordpress Architect,959
680,17219,3900,Bangalore,Wordpress Architect,667
681,18221,9567,Bangalore,Site Reliability Engineer,187
682,13058,9423,Bangalore,Engineering Manager,486
683,11806,6908,Delhi,Interior Designer,858
684,10577,2519,Work From Home,Backend Developer,426
685,16469,3899,Bangalore,Sales Intern (Internship),239
686,14922,6455,Bangalore,DSML Mentor,709
687,14148,7399,Gurgaon,Sales Manger,770
688,18200,3891,Delhi,Talent Acquisition Specialist,643
689,14517,9802,Mumbai,Sr. Manager - Product Designer,747
690,13891,3733,Bangalore,PHP Developer,572
691,13562,8641,Mumbai,Deputy Manager - Financial Planning and Analysis,774
692,12511,3642,Gurgaon,Sales Executive,538
693,19531,6123,Work From Home,Junior Business Development Representative,285
694,15352,6049,Work From Home,Frontend Designer,547
695,18154,8833,Gurgaon,Full Stack Developer - PHP,300
696,13682,2979,Bangalore,Senior Marketing Manager,412
697,11742,3819,Chennai,Software Integration Developer,724
698,12845,2492,Hyderabad,Associate Technical Consultant,655
699,17759,2924,Hyderabad,Wordpress Developer,376
700,14752,7568,Work From Home,Tech Laed,402
701,19871,2505,Bangalore,Lead Business Analyst,537
702,17063,5618,Bangalore,Senior Software Engineer,239
703,12270,4143,Bangalore,Frontend Developer,573
704,19637,3208,Bangalore,UI & UX Designer,381
705,16969,8642,Pune,Engineering Manager,623
706,19072,8642,Pune,Engineering Manager - Cloudapps,270
707,14170,9474,Noida,Senior Software Engineer,863
708,17748,6786,Bangalore,Frontend Developer,244
709,18004,6127,Allahabad,BDE - Inside Sales,980
710,13684,3563,Bangalore,Senior Software Engineer,280
711,11053,6507,Bangalore,Moition Graphic Designer,108
712,19931,4143,Bangalore,Technical Lead - Backend,879
713,18969,9648,Mumbai,Axiom Developer,762
714,16548,9673,Noida,AR / VR Developer,100
715,18953,9673,Noida,Game Developer,939
716,18835,9827,Bangalore,Technical Implementation Specialist,838
717,18097,8642,Pune,Senior Staff Software Engineer,970
718,10594,8642,Pune,Senior Staff Software Engineer (M365),152
719,10757,5831,Pune,Software Development Engineer - 1,762
720,19826,7447,Gurgaon,UX Designer,178
721,19353,2475,Ernakulam,Senior Business Development Associate,267
722,12381,1875,Work From Home,Senior Fullstack Developer,571
723,11793,1144,Bangalore,Presales Solution Architect,225
724,17783,8849,Gurgaon,Customer Success Manager,661
725,17582,9673,Noida,NLP / Conversational AI Engineer,427
726,13755,6239,Bangalore,Angular With .NET - Full Stack Developer,423
727,14122,2490,Work From Home,Java Architect,892
728,17506,2199,Noida,Product Manager,649
729,10845,4215,Gurgaon,Oracle Financial Functional Consultant,811
730,12343,4215,Gurgaon,Oracle Financial Functional Consultant,237
731,19040,4215,Gurgaon,Oracle Financial Technical Specialist,811
732,14138,4215,Gurgaon,Oracle Financial Technical Specialist,237
